db1.tbl3_batch.col1,db1.tbl3_batch.col2,db1.tbl3_batch.col3,db1.tbl3_batch.col4
152,318,993,8200
490,1909,36,10203
434,1365,1010,2411
702,38,1602,10368
217,855,1175,9539
428,1222,600,9500
501,1102,1500,10094
665,841,31,2415
788,392,1636,789
593,909,1603,9929
220,1563,269,10050
434,76,734,8774
279,283,1727,4526
622,648,1179,8354
91,16,116,6126
523,1846,1545,2566
138,1455,1226,1840
666,1243,1276,6613
22,315,1740,1409
416,759,876,10271
975,155,613,6801
731,464,782,10173
347,14,1773,4809
236,55,1374,2272
764,307,1498,7169
933,1196,1363,7722
182,1844,1180,6301
507,1201,1556,1044
197,1161,1256,9943
681,892,1330,9663
122,1613,277,6985
924,896,496,2872
545,1915,654,5723
380,437,725,5484
824,1197,1589,4967
514,1000,1786,10141
5,682,1718,2853
303,1189,1782,8608
613,1779,1133,2956
191,998,1606,4724
375,1910,420,536
524,227,1494,9219
35,495,30,2669
974,704,721,6075
69,743,426,5835
288,1550,1967,9874
104,683,1801,1613
715,1543,1964,3034
312,690,757,6417
54,1643,753,8725
106,23,1239,9052
652,1304,803,4651
736,185,494,9131
306,1907,433,3655
859,132,1362,5070
820,1305,368,1211
35,1206,422,7986
132,243,781,6963
886,1416,526,3659
24,638,1652,2440
848,351,622,2086
36,104,1682,6748
18,862,1397,758
34,298,860,6504
362,896,491,10089
417,1070,84,7908
821,990,710,1189
429,1234,38,5338
517,925,1826,5736
466,1436,945,9756
896,373,1549,8500
198,1977,1565,9781
545,678,350,6751
567,1265,1518,2214
767,653,62,10637
210,1114,1687,3034
608,820,1388,4778
793,1294,880,6702
500,703,515,4281
240,1833,1264,3368
169,325,1718,9633
858,110,871,2837
293,378,161,6905
921,483,666,6943
738,1266,597,6819
314,797,1172,10082
126,415,425,7958
467,1240,1951,10128
791,1239,422,9962
366,1949,958,1621
20,414,598,9853
315,702,536,614
757,94,1465,8566
89,972,649,4610
403,1888,1699,3445
517,527,1041,9109
450,758,1271,1730
777,1024,1725,9830
907,1483,1528,5496
608,1580,953,8741
149,31,1927,6781
445,1207,190,3229
956,1751,73,8354
79,870,585,6787
16,1787,113,7189
137,329,338,4296
651,78,463,9954
850,1987,1524,10098
507,222,592,9794
551,372,1256,2851
918,235,670,7168
679,762,1337,8648
73,1836,379,4064
73,562,419,586
49,818,1666,4280
9,1968,204,6561
102,256,184,8414
861,1037,245,10554
387,1282,865,3234
384,1660,961,1501
298,1374,8,8994
338,532,988,10153
388,377,171,8249
989,1126,701,3227
473,1848,548,7073
615,331,1687,3048
801,648,982,9795
961,542,1042,7970
791,490,282,7957
141,1835,1698,4514
808,1685,1353,8954
169,1422,861,1640
12,507,1667,9030
668,1430,608,2096
448,867,1762,5322
173,781,161,8096
673,1720,716,4979
958,566,1473,4739
131,1628,1828,2448
539,1817,1529,7227
594,1346,595,1600
896,1809,1204,2533
931,1012,1818,9967
874,617,640,5985
268,161,1510,7717
250,724,468,3537
369,1298,259,5809
617,1139,1436,3478
772,1868,765,1410
864,1979,1746,9548
525,933,850,6250
591,1191,1872,2766
887,14,49,6482
505,1510,415,1990
671,1899,812,7252
177,756,1984,4720
666,712,704,5887
546,1333,1150,9296
258,1089,1416,4006
259,278,757,9420
134,170,1074,5166
460,664,591,6886
488,273,1178,4497
642,1872,362,5965
80,654,297,8357
366,303,1490,5809
58,649,1789,6365
73,1199,1908,3201
238,1387,1046,4539
128,904,1776,6155
411,1627,619,5820
314,1687,1131,1260
373,1979,1199,3581
436,875,328,3876
137,656,1379,1682
454,70,826,3961
614,1835,927,643
898,105,769,10561
902,144,1755,2311
8,470,1709,3687
231,259,933,8951
610,1810,1882,5757
729,1954,371,854
964,1302,1766,5872
396,1707,943,7038
748,1718,833,4006
733,1784,212,9578
679,99,1852,8820
881,677,474,9813
573,1110,182,2834
317,164,814,8270
998,237,533,9480
506,57,541,2199
521,617,401,6408
745,1702,1885,5389
86,518,196,9597
778,529,1420,3599
715,775,73,4377
317,1637,334,5511
332,687,574,1727
359,1038,1890,3326
240,632,318,4201
55,1663,367,2669
109,1836,377,6979
48,1617,12,1592
754,269,1994,5979
15,375,1112,9987
72,216,449,8058
883,1164,1184,5765
201,1175,1882,4634
92,1302,1308,7126
648,541,1625,9896
32,66,1968,9669
599,1963,1816,1695
418,442,896,1622
202,1151,1360,8149
550,947,185,7869
625,1283,1740,4208
844,1581,506,8383
758,160,1312,7898
854,1856,1525,2892
920,1498,1876,9099
881,1506,703,10805
719,1672,784,6645
311,1676,130,8534
943,1514,1499,3917
468,1482,535,4036
393,780,1660,8599
808,1318,1938,9106
871,587,1331,4664
210,996,375,411
866,203,988,8822
570,1403,740,7955
155,569,785,6162
633,986,228,2427
631,267,726,2039
808,956,869,1724
321,1048,1981,4752
434,989,396,8212
573,560,845,10449
669,1927,310,7015
39,216,720,3205
753,1431,518,8097
39,474,1903,103
452,89,1065,5100
869,1225,1389,5188
189,1867,287,3839
745,636,500,7143
14,1939,102,2029
123,698,1228,9636
739,1639,1652,4763
898,1327,1628,7212
279,109,1698,9083
936,514,67,9779
958,1673,307,2345
47,1822,1089,5226
188,324,1956,6786
303,1056,67,6782
558,1236,1623,5321
695,1131,1263,4804
104,1588,1353,5639
368,625,1473,3496
500,1560,1667,5366
459,1168,875,5544
246,968,1860,783
263,1108,456,8192
205,1910,71,5236
506,1818,1799,6504
529,572,923,8208
363,1794,1988,2400
762,187,3,9916
749,906,1148,1992
339,524,629,7456
406,359,517,9130
452,1254,1969,3582
832,920,1179,6311
876,934,1986,2529
813,398,1369,9117
577,376,1512,8551
847,1505,1267,10338
964,1010,588,3268
149,1429,1597,7069
192,1809,47,10085
907,1770,1928,4721
146,1130,172,8558
405,397,293,5443
182,849,1039,3963
105,1372,1003,2063
235,770,1549,1531
637,479,862,6978
957,1730,625,6680
178,1277,1920,9402
431,1572,154,5513
400,1050,1003,4722
524,541,95,7825
742,1670,1313,3970
539,38,1887,7107
890,205,1922,2365
322,554,483,2729
260,770,248,7803
611,1854,878,1546
699,834,870,6114
398,947,456,2643
336,941,1866,6025
299,995,793,4636
118,1813,1561,6690
557,449,994,4507
412,50,1392,3070
579,1803,1538,6728
383,997,1926,7868
479,849,1836,3762
304,626,678,1600
682,1250,662,2329
869,1623,1853,9420
195,1352,1868,3647
332,1513,1232,9688
19,1142,1405,8111
622,257,1506,6251
657,1184,148,3901
703,564,813,7890
432,773,1842,4457
882,1570,1873,9576
425,196,24,6795
228,1808,1059,4432
523,863,1812,10058
216,1425,256,4028
989,1985,1842,9991
590,417,1315,7844
374,1010,340,1159
35,991,1747,262
775,99,38,5722
27,149,1656,7504
371,1353,1143,1198
85,905,1933,463
187,243,885,6443
304,1044,189,9624
765,614,855,6847
421,829,1386,8903
79,1716,1687,3627
185,1953,1045,7873
4,521,1601,63
557,1658,1061,5988
865,1853,1179,3535
496,832,1090,3835
508,873,393,3297
613,1593,660,4267
970,1154,68,6518
1,319,176,5103
216,1864,1183,7734
536,1767,1556,3198
256,110,998,457
734,1543,1992,7821
452,193,966,9114
423,341,1265,8366
323,800,902,3349
498,1963,813,3854
580,1548,271,4553
196,132,1267,4667
503,1457,37,4740
271,1342,1533,3394
693,616,473,3000
958,1963,498,6961
17,566,566,3807
106,382,1411,6041
528,1749,626,7049
124,292,1072,3234
482,128,28,9021
593,1142,691,2194
3,132,1350,3780
626,645,688,5549
350,1612,1739,6269
350,959,164,4128
648,1663,556,9161
798,1671,679,6661
900,1628,1028,1079
227,1895,1104,4192
15,492,648,9919
809,991,1330,9029
424,542,6,9353
463,514,1842,4182
723,72,9,7053
245,121,686,299
797,440,1061,7454
793,1368,1989,10418
176,1725,1207,8174
542,1406,367,2606
508,1520,1831,4691
561,957,1576,3855
654,472,114,4509
563,437,1368,3314
232,827,323,956
677,293,1980,10122
37,967,1315,9406
490,483,15,9978
443,792,1896,8492
19,1150,823,9105
610,510,422,3109
726,231,958,2055
555,64,832,5672
110,1693,1247,2737
486,277,1717,2936
88,1238,438,9449
318,395,1232,7375
117,585,1250,7982
433,947,92,4727
917,320,1033,10573
238,1345,1840,1968
71,1621,1561,8220
821,916,94,1944
904,1130,1413,8097
398,1696,70,5019
815,586,1399,2303
403,50,1921,667
674,1571,1523,2703
250,1190,1771,7124
868,1225,1797,10303
194,1781,1645,3960
571,1514,201,9158
609,1652,1119,7665
929,578,1911,10601
867,272,1242,9166
866,1682,1355,4429
584,1175,346,8655
221,1550,430,8070
630,894,427,6665
181,1107,191,8140
895,1859,1796,4091
729,135,1813,1914
255,1941,813,4386
907,1380,399,3982
87,1602,1558,499
872,1028,1942,9546
786,1560,775,4633
491,1537,277,9285
335,223,1607,8309
537,605,18,1618
406,1617,1789,4761
632,1366,96,8294
288,1361,1717,8504
361,1414,1138,8750
440,62,1783,3066
29,422,1042,8643
918,632,23,2059
713,1234,1984,7648
893,1594,113,2013
547,1695,954,5074
636,168,1547,7742
222,1398,138,10207
746,1205,1080,7439
123,1734,542,5026
981,1957,1311,1036
682,1535,903,7440
997,330,616,3260
961,1939,1150,9173
692,1787,1038,7045
214,864,1128,8696
117,318,1242,2111
226,1916,1954,1060
890,1392,943,5173
443,1497,1213,5713
548,1733,864,4857
828,494,1062,2329
607,1915,398,5295
631,727,1847,4767
436,1152,1856,455
11,659,431,1043
121,1241,562,9137
546,1944,1097,3820
488,710,1215,1235
250,238,1895,7254
578,382,781,1545
481,316,208,4028
549,576,314,3347
279,1486,1787,3294
741,553,1604,7346
336,38,580,2140
167,1362,942,2190
960,1149,62,9552
952,1008,1842,5384
327,751,1632,9887
245,1660,700,3569
590,108,1540,7753
625,220,1983,2502
300,1952,1033,9889
728,1504,1750,4403
199,266,1815,7160
892,1649,1556,897
499,1801,1752,6032
863,1966,910,9640
753,1767,241,10466
12,740,65,5187
365,387,1814,4243
718,1438,15,4187
773,1243,1792,9786
96,1252,1654,4429
70,1555,1473,6703
992,421,1941,4085
814,1201,607,1671
860,675,381,8478
741,61,1265,8718
356,1628,1626,2906
811,1463,926,2036
543,1653,454,9388
249,885,1024,7702
253,1955,1355,7653
770,664,861,10301
181,796,94,4737
851,1170,1269,3568
973,296,1146,4365
987,1727,1479,9141
165,945,1254,9419
3,1615,129,6125
462,911,1858,4990
144,54,1601,9944
164,1464,764,1245
343,1266,1847,6982
997,801,737,8015
873,566,1299,6978
104,339,152,4854
547,1467,1646,3201
313,1002,1981,468
168,1135,324,4464
519,949,1551,3588
962,938,956,2925
925,893,434,5519
597,370,1693,8260
435,890,180,6738
608,1674,77,10034
511,335,49,6653
408,694,3,10076
435,316,1134,4190
314,762,1156,1144
541,913,1707,7115
612,349,916,6733
578,1078,360,6652
899,1576,684,2241
860,207,1693,8539
952,84,684,8281
62,1022,1708,1906
31,595,684,492
598,1156,1013,3589
210,1823,1797,7053
462,292,1292,10232
562,1560,1676,762
574,19,758,1089
79,1736,404,5950
342,700,979,5792
231,565,1705,5070
877,1000,1404,7367
612,861,1106,3843
128,1468,86,3824
18,386,962,9485
356,1843,285,3649
418,964,368,7419
958,1741,653,2587
605,1776,1543,4623
80,914,287,4569
614,40,330,8177
880,1178,503,2896
665,1588,178,9023
780,136,766,1755
117,1203,1205,4664
853,1119,196,8158
493,631,1410,1352
790,1194,1948,4734
491,169,158,700
874,1689,1937,10674
224,1080,1542,437
986,1615,1910,6883
418,32,503,6200
779,1026,1509,8181
136,1795,41,9300
225,818,656,528
333,1811,1165,7609
228,1050,1066,7228
322,1629,1543,8496
107,1531,1673,967
811,935,1269,4858
444,20,998,2299
916,1467,1013,7867
6,1683,183,2173
127,1571,1269,6086
352,1536,1092,1985
994,1253,722,3468
266,874,1631,5306
684,739,1322,3061
927,1757,1993,10869
213,732,1239,3624
246,1192,328,4905
617,769,1219,4892
594,1852,525,4979
803,1300,919,9480
373,1964,1471,9925
420,1183,491,7695
714,1972,1184,1486
40,1169,1698,1872
716,88,734,8321
347,1331,1569,1646
560,166,391,8933
142,490,924,9596
140,1989,1724,8477
564,28,1897,5727
106,1054,692,1945
32,766,1317,4626
199,1411,1789,1001
118,1570,1733,4068
799,1351,1428,2117
228,1901,1852,6346
629,398,582,5255
687,1669,238,3627
963,1813,1055,8532
184,1690,109,7582
829,299,1650,6287
849,1765,763,2901
214,33,227,6668
732,957,812,7037
129,569,219,8536
844,1784,527,1629
271,135,1952,7250
757,1041,1954,2392
634,49,514,7972
7,570,1819,3116
402,1605,1326,6455
927,201,206,5931
578,1385,757,6334
626,562,1308,8071
368,1934,895,652
799,1048,956,3212
616,515,1515,2259
980,1464,1054,8215
536,706,1625,9855
52,1979,1737,9513
246,1738,535,6581
336,927,982,979
280,1345,1595,7591
32,526,503,8249
798,708,234,4735
547,1286,1029,5354
342,1312,1593,6678
890,877,1577,7414
238,1959,1709,1263
491,963,896,6213
728,216,622,1796
176,674,630,9306
43,1251,1168,4141
303,653,1657,8318
669,1761,359,10333
268,931,1970,443
682,580,820,8777
732,1971,343,1875
399,1075,128,6292
741,1150,737,8082
602,272,1210,4112
921,21,165,4983
970,1500,497,8767
430,233,836,1380
420,724,375,4856
130,302,404,2874
409,707,916,8721
737,398,1552,5407
224,1293,826,2144
142,635,1825,10018
577,1072,1541,6189
539,1476,774,6958
124,1970,1909,9284
211,682,1050,6383
933,1922,1849,6863
427,528,684,4235
436,185,695,5174
591,1274,215,7086
237,122,53,1341
643,1140,615,5032
327,854,1566,4211
811,700,1316,1543
118,1910,260,1699
45,563,48,3724
83,1417,1909,3935
793,1007,656,3220
351,1835,552,674
12,1005,697,3711
636,1587,1605,5817
836,953,1174,8149
171,1490,629,8724
233,1791,555,2333
180,1179,834,2934
50,154,1714,1522
780,1097,1072,1886
680,584,707,2483
394,1071,1095,8666
932,896,1926,7589
827,785,1803,7733
799,1120,250,6154
428,112,258,3416
273,1413,990,7477
860,1222,426,6636
206,1872,1526,8722
147,1596,1143,2508
299,1561,626,1533
931,343,627,1033
452,1834,1556,5364
999,246,410,1745
548,1976,1120,5456
672,475,1323,4363
977,1908,1472,10416
382,400,654,3446
786,847,1539,6198
946,365,1752,2665
799,712,1409,3001
617,1150,201,5768
533,449,1111,6559
232,1616,1130,7969
633,411,741,6085
128,634,497,7312
821,576,1403,2610
728,947,393,10684
659,1550,1366,918
569,201,119,2487
930,1830,388,7434
236,233,1656,5754
581,711,981,7184
965,1391,75,9140
700,495,1545,10678
753,1369,482,8005
574,990,1682,7804
484,645,1934,583
240,1964,501,4145
956,52,449,3298
696,43,819,8787
770,727,851,4003
740,819,1047,5764
222,1197,1599,549
98,1691,177,9641
758,1947,1365,3047
556,900,437,1921
910,967,1404,2318
272,1208,1582,9974
398,920,1125,617
516,747,1896,6923
981,1057,1659,4220
429,1927,634,1698
522,1093,1253,8064
959,107,875,4776
347,134,1113,7536
909,688,1321,7766
550,101,1384,617
450,692,1639,10313
950,1316,1169,9884
41,1025,1142,7266
714,1214,1026,6097
93,1510,1646,2105
485,872,1557,10382
516,1519,219,10154
563,1413,501,3632
149,760,1283,7815
716,797,798,1006
811,1043,214,7123
498,487,1405,8225
370,1957,1430,4049
980,1464,312,4890
698,1003,674,5349
484,858,245,836
664,32,1459,1927
382,18,1687,2208
627,588,1849,5005
660,358,1743,2265
731,1139,403,4129
191,249,445,4742
744,111,1986,3750
835,745,687,1839
220,142,1055,6187
46,1539,797,6474
126,1300,552,2204
802,742,1839,3297
726,403,191,2987
6,1353,1681,1743
695,621,275,3791
115,1621,555,8042
563,1913,1953,3007
365,566,585,701
45,255,933,3028
392,1160,862,9551
953,354,1647,7951
22,145,1982,5020
130,86,842,8993
126,1855,1565,9621
444,900,587,8631
776,1294,1112,10682
308,1193,127,2903
707,1049,572,3677
432,890,578,3701
472,1049,1106,950
965,1083,550,1808
47,788,1960,1672
890,1817,190,2770
81,663,1919,8777
108,1428,657,8409
262,1157,170,9859
866,135,924,5358
30,887,1528,3510
357,1977,443,8899
567,508,1822,10316
479,1025,361,3521
866,1863,1331,3702
188,249,146,8266
987,1277,398,8861
4,124,762,6568
285,1585,604,3913
789,901,944,5806
656,1869,333,8958
393,1626,955,10350
454,1212,823,8060
707,940,167,1908
425,1948,962,6428
26,1393,1729,36
126,1460,206,9907
134,1852,1705,1635
534,613,34,8854
330,1836,76,8235
628,525,348,4231
391,237,1303,4586
7,137,1292,296
612,1165,611,6300
260,1942,1634,7653
198,838,937,10066
597,846,1352,8202
739,1917,1254,3432
385,1742,1169,9947
471,139,662,8845
178,63,1241,528
449,161,129,4035
239,224,1781,6154
523,982,1004,10116
814,106,620,6398
745,1164,576,3594
182,1903,509,4617
793,1971,893,7197
357,249,888,4284
375,1839,752,6889
940,482,835,8380
701,16,1758,6517
837,1845,1521,7429
726,1413,247,6551
769,14,1347,4257
537,695,1895,2432
781,825,1776,3689
81,1388,1390,1492
357,1310,1985,5814
184,1036,1169,4183
287,714,1676,5735
61,1175,56,8908
882,951,1845,7174
506,274,1718,9047
461,43,717,7469
29,533,1608,1172
908,1177,236,1305
935,1244,1333,1580
30,1794,1243,7636
292,1454,1933,4424
172,840,1829,2406
613,683,124,10288
127,792,783,2089
85,225,464,894
314,292,720,6787
27,1648,755,7510
121,768,1862,4536
250,870,1298,6868
572,1693,1386,9277
402,1804,1363,8927
682,1112,904,5501
442,1291,1161,449
271,161,1018,6086
836,978,517,8968
811,1424,783,6225
112,1735,1033,9602
705,905,712,3651
393,786,1248,6129
942,1218,553,2786
18,1686,1619,3629
851,1889,809,8410
604,1032,986,8788
728,1191,1367,6414
464,1436,739,3529
690,734,1712,9984
908,978,1325,1587
190,1040,1601,7380
492,1146,230,5839
911,111,1807,4958
948,858,390,957
162,1238,1887,6625
611,81,805,5932
698,1550,1755,4914
294,1969,951,9159
578,1288,263,8312
72,306,1223,7578
743,963,30,2199
700,98,1362,743
561,1289,651,7887
308,1373,1019,8084
301,1567,1480,4871
307,1086,921,2878
123,1482,585,9730
668,1659,1292,8868
260,1957,1018,5892
194,632,345,2056
841,1683,1101,2074
350,135,1327,3475
842,78,1778,5553
767,1441,1265,3224
976,1794,383,9177
935,205,1849,7634
488,1991,880,8947
199,631,591,7356
883,521,824,3597
507,1317,597,5053
897,1135,1198,8261
579,1987,1539,7798
445,1244,1194,8081
79,212,252,9662
744,1236,623,8285
697,1088,1341,9971
616,1266,897,9101
468,440,44,3303
836,1711,1016,8849
441,970,1112,8396
930,953,1251,5135
653,1445,1090,2807
910,98,1329,6018
901,1479,1614,4824
271,1682,487,6355
342,1728,1004,7604
123,1100,1335,3991
222,808,1705,4012
489,1121,458,9525
685,1191,1832,10584
702,1195,1977,2709
651,1292,1042,1924
296,1072,463,7169
118,973,1181,6970
786,858,570,10190
75,1360,1694,7886
620,765,1427,2884
630,1809,1591,2240
972,1137,986,10582
880,539,1841,2666
257,579,1663,4656
531,1788,1391,4013
630,999,1199,7176
350,732,1465,8921
648,894,360,7243
276,1287,1209,969
254,278,705,9893
263,1946,1444,7288
678,289,17,2433
676,329,1893,7709
28,1040,442,7721
466,443,495,1313
34,1855,1268,4095
748,350,598,1943
293,1983,1184,9997
601,1611,1554,6079
202,400,49,6534
739,1448,905,8893
930,990,1038,6578
67,1315,1910,3387
130,1528,97,2587
876,1062,1061,4326
110,1632,891,8528
523,749,1187,2330
287,1792,308,705
686,1793,248,3841
830,122,324,9940
665,1970,500,8029
42,1739,1860,3860
874,835,58,3505
716,1396,265,4390
683,897,217,10220
293,1464,1673,4923
284,1624,974,7152
822,916,1492,6335
563,352,1836,2392
626,1905,1941,10481
18,72,684,8294
506,1321,1668,4318
546,1221,957,1432
47,759,870,7641
744,1357,142,3541
218,948,43,4365
621,27,1019,2752
765,159,844,3524
187,1126,1605,9119
30,671,231,2906
258,423,903,10161
674,836,893,729
343,1357,148,3705
307,16,913,9305
70,1679,259,3126
306,1627,173,5056
567,414,1531,9765
98,1737,791,5101
20,1688,1179,7925
896,517,1857,4999
619,1607,1630,6886
564,1009,1349,2345
5,1199,1856,994
230,1278,62,7782
993,1781,191,6192
81,877,740,3450
957,1320,244,1334
216,771,1624,2593
334,1669,1617,6379
558,1151,1218,839
863,246,1896,3782
873,159,705,7857
752,65,929,4346
689,1083,117,2527
593,1745,35,7163
798,1324,1747,9204
703,1757,1240,5433
924,97,1479,3044
654,537,1051,3524
825,1246,79,1610
790,613,175,8563
933,1480,422,1870
552,1763,1426,10433
458,530,331,9906
782,1560,739,3894
86,510,41,6518
514,1949,1412,7212
722,106,1134,8159
512,1766,1841,5046
983,1157,1841,10512
586,1394,256,6215
477,953,1898,6648
497,1071,1622,8958
906,1069,450,2396
955,740,1680,6996
742,736,78,10614
448,282,1334,5217
587,1339,1900,6976
259,887,1737,8860
536,852,461,7177
199,1689,363,9832
462,1734,1936,7617
938,183,1983,9921
93,74,1771,5435
935,1714,502,1294
351,586,655,5028
107,634,843,5246
354,834,1153,8968
468,1967,691,8780
94,1518,621,2314
867,1873,1101,4996
90,1344,1811,8352
43,1704,751,3735
455,22,805,5085
954,317,907,9159
383,854,1216,5808
22,1141,1029,3922
701,131,1116,9163
22,1586,860,5914
233,999,391,5846
697,1872,1618,10472
310,1166,1260,832
416,386,1405,3233
332,1192,442,5282
574,1068,1778,3413
102,1291,475,7991
499,288,1235,7990
827,20,315,8841
482,1446,1256,8173
188,873,959,630
847,1945,838,7241
459,1853,729,8461
188,39,751,9601
350,647,181,1244
580,1717,1556,2833
113,1966,1219,2123
103,446,527,6960
619,1753,1628,5612
507,668,1516,5142
344,815,1038,8152
20,1825,1083,7017
386,1025,1771,9623
943,560,1101,5776
777,559,607,3711
854,944,1900,9516
208,983,867,579
681,1979,668,7679
482,278,282,1885
472,1542,304,5074
705,323,1229,4651
858,457,1210,5531
941,921,1430,1948
392,1892,519,1059
634,1222,390,2080
688,1869,912,4654
515,85,557,4883
187,1179,1516,5504
345,1650,665,7591
351,1104,1407,3380
540,294,268,8772
597,534,1401,6489
46,924,1647,7236
76,1177,1486,4880
342,1179,1648,6721
190,237,333,8507
542,1722,1694,1319
818,688,260,9845
680,1358,654,9750
35,475,1248,4524
756,1477,662,7026
423,641,1790,7704
350,1237,584,9378
187,157,271,8903
526,1326,1907,9969
333,520,1344,8021
482,703,647,4723
215,435,145,7545
157,1375,1593,9083
925,244,1583,7796
666,867,99,834
240,479,414,9580
295,1965,1661,8786
461,1144,87,5494
44,813,178,565
494,592,1005,9303
970,373,707,10879
174,462,1693,8667
345,426,929,9189
55,1502,420,3356
565,1734,1759,4724
340,165,1715,2619
776,396,1239,10590
885,106,97,2566
750,1522,1253,841
832,241,1577,4538
107,1789,187,1067
709,1423,1529,4868
896,1148,1696,1739
213,488,225,431
498,1783,1897,9393
757,1732,1767,6785
396,1860,1995,642
549,1008,3,5658
496,258,651,8744
172,1386,1841,6296
104,1223,543,6429
551,1296,289,6858
478,233,407,2390
398,561,429,4619
433,1568,496,7807
641,996,1434,907
692,826,1264,4174
990,1771,1688,10862
921,1345,374,2452
193,411,268,4757
842,1011,1397,5070
800,449,801,7955
465,1391,821,9676
340,1291,125,657
58,798,1357,9850
862,1578,1701,1572
537,455,1711,9179
477,911,1618,2220
102,399,286,1425
532,283,1539,3212
944,236,1041,5181
591,413,1955,3642
838,28,1679,5502
981,575,1902,3685
710,698,365,6385
321,411,950,7108
548,1566,1696,3188
13,680,1104,7389
455,1472,809,8593
220,1306,472,5582
875,599,1144,1569
390,459,1250,4643
677,1777,1567,9208
172,1094,895,1940
661,1447,1492,8944
683,1458,1208,854
80,164,1750,2829
335,1144,212,3437
224,1576,1888,844
870,167,994,6084
34,995,986,9214
869,1732,1726,945
187,1033,1143,2385
223,1383,1932,4460
642,1529,1081,9064
885,1151,1722,6912
962,103,142,6817
967,1781,1061,3511
493,1332,1075,3350
862,1849,746,2415
310,1237,955,6584
520,517,1691,4260
580,4,1385,9733
539,1003,272,2166
910,1481,211,1984
368,665,1244,3572
474,346,24,1502
745,1377,1743,1392
30,214,1930,5333
826,1727,913,3988
231,732,698,1133
849,215,412,4916
997,1625,231,10692
496,1688,1279,5572
565,769,64,3462
963,949,172,10500
980,627,560,6542
174,1604,1957,8347
297,637,948,8978
790,623,1694,6042
364,138,417,8215
85,1905,508,8702
576,991,1460,7804
88,292,1643,5769
53,837,1037,5648
629,271,1048,8019
360,805,1704,4351
475,882,1063,10074
228,1112,1123,6690
778,588,1594,7146
830,1889,1418,9444
533,1821,1220,9939
949,652,1823,4891
758,1585,1990,2558
984,1103,1258,3361
372,1690,571,7695
468,126,732,2571
419,637,40,1690
825,296,1620,5845
531,631,1302,965
399,1299,664,3997
987,947,1547,4758
183,457,1731,8909
860,1797,1114,9432
561,1489,219,2711
89,1749,929,4213
615,1169,232,6217
705,233,725,5872
382,1596,1386,5868
368,1118,1865,4417
73,1839,711,619
268,1825,1878,4690
14,1106,390,9957
328,717,384,5152
794,1282,1972,3909
391,1970,398,609
709,382,706,834
995,1924,1777,10515
433,9,263,9848
343,629,761,4523
194,561,1430,5354
921,96,461,3691
35,86,990,9801
916,1739,1506,2858
204,1134,1664,4661
819,1320,1449,2073
650,1357,1546,1637
775,1751,537,8012
56,429,1637,8167
109,188,1746,8064
685,1947,1945,6038
495,278,1453,10004
717,1858,1184,2088
224,452,888,584
385,829,697,8489
63,768,357,8612
763,1860,826,8547
947,1825,100,9035
960,937,28,8689
778,1461,1402,3561
901,1986,1934,964
351,1573,1043,2579
462,420,445,4311
843,1528,1956,7175
319,1632,32,4257
356,277,132,1871
92,1812,125,8863
694,823,561,7007
299,1401,817,8085
725,466,627,2883
493,684,1210,2618
653,1738,1384,7049
594,448,1717,2877
388,1204,1835,6624
610,1998,148,8419
792,1744,1646,3897
433,1672,1378,3985
101,657,1619,3576
840,1047,983,2678
377,221,601,8790
582,741,924,8635
884,1900,400,1779
337,1627,511,5946
897,49,102,6810
883,1515,1581,4294
777,1291,1420,3785
491,1472,1800,9667
641,1613,908,10465
59,1731,1995,3729
812,1666,1987,3702
508,772,753,6793
391,682,1682,1799
953,1403,810,4825
118,1443,279,4795
774,16,1173,10301
994,1525,841,8440
470,1084,293,6959
327,1322,414,3785
20,1572,430,4417
96,1046,1443,5979
814,1753,88,8902
512,1956,1772,7918
907,1744,277,4507
714,912,327,7785
943,876,861,6411
639,591,1061,5646
349,1251,1506,9916
131,977,1413,6428
545,424,586,10270
598,719,1618,5288
31,654,473,5717
258,1975,1822,3754
475,1202,1943,3947
835,214,899,8061
824,1096,466,10181
881,353,1257,5442
971,624,1598,8585
919,1300,673,3277
32,1681,1104,8282
898,1856,1066,8155
387,292,687,6600
797,55,630,9173
837,1950,566,8442
560,1224,747,3179
797,1679,76,10669
455,439,1286,1032
593,1331,515,5836
143,1253,1400,8405
948,1501,614,1503
901,1442,1495,1752
791,1900,275,10201
882,570,1766,4522
603,281,1571,2515
223,810,1378,2953
216,867,461,5635
155,1196,300,2520
788,1886,528,8326
519,277,662,785
35,1869,1163,3951
635,1530,1389,7963
8,1420,1848,9600
39,874,1947,2365
468,939,1682,3269
178,1898,357,5730
640,1746,403,2674
958,508,695,8411
500,1531,122,1484
372,1186,973,4471
67,1720,1106,6530
969,112,424,2044
665,1306,916,1688
423,154,164,4320
514,1262,648,7484
363,511,931,8834
889,1063,1845,2000
776,390,1283,10151
927,175,773,6007
450,930,1223,8431
515,825,588,2590
773,1350,1929,4715
328,1785,226,599
793,920,476,10108
897,242,366,10316
961,1523,837,1150
369,1345,375,9106
596,1511,342,4610
853,1145,419,8995
386,114,342,5329
546,730,1612,5412
113,415,665,881
570,149,396,5736
37,838,0,9239
544,1910,1421,8133
376,1599,1322,5174
398,1320,976,862
202,1138,1830,2802
201,1708,1623,1117
99,599,762,9743
397,464,1164,6523
449,1003,1982,7600
812,949,686,877
815,1433,1792,10732
939,879,841,10630
