db1.tbl4_clustered_btree.col1,db1.tbl4_clustered_btree.col2,db1.tbl4_clustered_btree.col3,db1.tbl4_clustered_btree.col4
712,6843,277,9019
437,764,1113,8007
768,191,1464,5966
617,8435,506,10279
987,7137,460,6989
310,9125,1091,5452
782,1100,1994,4634
382,1179,1710,924
980,4052,1461,9585
270,8972,158,9143
120,793,793,8953
406,5098,1619,4384
244,8282,247,1676
65,6711,421,8925
941,1641,735,8746
227,3358,1581,1195
881,3856,1597,6681
136,8627,1613,7981
193,1916,1246,9565
705,46,1541,6296
657,8182,492,6040
656,2354,1744,8126
488,113,49,5307
583,1179,1515,8215
353,4139,579,3588
929,7150,695,6184
964,8585,445,1215
703,1589,356,5003
555,7713,310,7964
156,4855,1413,4154
957,9629,796,9939
475,6030,1296,5655
15,1525,847,5436
77,6567,519,1572
51,4595,477,8029
513,7445,832,8654
503,5599,186,5881
743,4310,1877,3320
60,8935,136,5366
131,2165,1636,8264
381,6704,1278,1616
563,9846,1787,1621
808,5569,455,10170
691,5778,612,4350
542,3811,1474,5910
409,3469,9,465
154,262,1783,7626
632,4431,1522,3201
50,3801,604,4130
993,9208,979,7370
94,983,1698,2042
687,7671,1626,909
522,1559,273,10353
903,1060,692,6120
523,5686,960,10472
354,7521,153,9381
44,4497,1878,2580
801,5802,1064,3326
204,6628,1216,9380
730,8581,1015,2087
839,4268,1603,5726
430,4048,823,8152
255,506,587,6237
247,6287,1132,4724
532,246,326,10170
40,6684,404,1411
458,7552,873,3682
789,2714,627,2663
276,6755,552,3637
923,9634,614,7027
194,2639,1528,1336
70,6684,270,4379
269,4157,1390,9025
334,1918,1982,7232
584,5921,1559,2172
307,943,289,5305
426,8308,1204,10088
198,2557,876,4540
75,9415,180,3437
786,6698,1532,2422
794,988,1349,10458
657,7936,679,6884
524,6693,1108,1768
874,8155,383,7788
640,4279,1987,5946
229,3567,419,4743
84,1179,1932,8534
161,1179,1565,2519
396,1179,1135,6011
876,9515,1208,2144
370,8707,1070,9501
562,4214,1551,2938
214,3148,309,8601
0,4887,271,3096
982,2886,1225,4617
376,7290,766,937
411,2481,1674,8642
634,2010,504,10593
799,1425,435,8538
199,7517,916,7070
182,667,1856,2686
409,5532,1827,7430
397,6472,1111,6368
215,102,1119,8091
751,5460,1024,9730
348,3685,166,4445
579,5164,1616,10263
830,6488,476,10151
593,48,261,7415
653,4947,1538,6531
922,9617,1099,5431
40,8659,182,6226
750,8238,962,10586
2,4719,1567,3562
93,3827,1937,5772
58,1293,1907,2743
739,6100,825,7351
406,6908,700,5227
17,1316,1338,7824
493,7750,888,1905
750,498,338,1971
871,1060,1359,3120
507,486,1263,2746
585,7579,658,4787
887,4474,1578,8760
331,1179,1118,7224
168,5740,1537,9003
775,888,312,6178
671,4787,1975,5856
848,7332,1807,5138
680,4109,1233,4822
940,7736,1147,10517
205,7171,1588,7357
868,1104,139,3452
520,9069,516,2121
504,180,1092,5446
345,4767,1056,6043
303,869,1512,1110
114,8408,1914,7459
663,5385,451,8969
86,1179,1717,2813
94,1060,1549,8259
742,6333,1845,4913
427,631,1052,10068
697,7567,713,2265
449,130,217,9963
625,8721,16,9677
785,6559,1348,1526
975,1147,1988,10897
540,561,424,6977
714,3586,1227,5618
1,1095,777,2934
77,2172,207,4586
323,7172,585,4849
742,83,1962,6651
97,2987,668,5446
628,6875,552,3795
109,1179,402,7715
678,5079,1857,2896
456,905,917,1796
487,6793,1306,8496
808,3232,1375,5447
966,3144,1466,2480
370,9312,257,1781
336,9801,594,8060
889,8730,1102,5056
598,6205,559,1620
970,1179,1813,3728
21,198,24,9325
721,5333,300,5529
304,6921,1160,10054
923,9723,1673,9756
271,4122,45,7004
489,5100,261,5396
835,971,841,4060
445,5314,689,1459
931,5558,1364,7699
277,8042,366,5735
650,2370,378,2671
852,8089,914,3528
376,7981,42,10108
231,9825,1969,3337
744,5321,38,9719
591,7618,1134,9453
425,8951,1023,3009
54,1371,68,4996
968,2058,295,2245
802,8626,962,3845
440,3103,330,7810
33,839,1327,5893
328,6291,1573,4110
844,6412,1466,7901
453,7801,1709,8822
387,1179,832,8854
763,5006,1773,4244
429,6907,489,6201
475,2299,389,10091
124,2615,1392,5460
522,891,1717,4644
481,1060,567,3441
316,8952,444,8213
121,1225,1211,2590
546,2296,1649,7597
580,4909,1358,4648
312,6516,62,5755
486,8367,1721,10268
650,3176,1237,5030
11,864,874,9315
124,9878,987,9384
810,6582,1026,3355
658,2101,120,8323
76,2368,1364,3725
579,1242,713,2393
717,927,454,4624
235,1179,1619,3966
570,1179,68,8255
769,2943,1467,9042
253,4499,1558,6122
903,346,1342,9176
405,6819,152,498
242,488,543,8428
460,2847,1571,802
276,2406,313,7216
468,9272,880,2876
219,7708,1029,9500
224,7085,1062,847
924,1110,260,1791
100,2425,75,3572
853,9122,413,1023
633,6222,456,10607
729,1060,1622,9498
506,969,1395,8765
586,4403,1068,2101
330,1934,596,8522
236,3160,619,2434
993,4786,757,1894
338,7454,637,6241
751,6799,498,8506
505,163,1019,9491
164,1179,1736,2230
845,8842,205,9407
668,7920,757,3206
722,7922,1934,4629
932,7641,1607,7892
788,2094,1198,3384
727,4101,18,10607
217,9762,174,3538
744,1060,945,10074
375,4852,757,8095
11,5007,1967,2632
431,2568,1456,9788
82,4938,924,9782
430,3796,1305,4271
624,1060,1348,5182
477,2374,1030,5395
782,1931,820,9497
706,7026,528,5045
368,6887,1788,606
652,7173,1652,1872
954,4138,1167,1722
968,7449,1096,9394
635,1589,1116,6965
140,2943,424,7528
719,7818,629,5311
626,5334,1436,10337
717,3096,1960,8334
455,907,138,8537
501,4672,56,8080
402,8451,383,9529
952,1179,1671,10412
287,5537,750,6743
354,5594,1358,9364
342,9324,1072,4459
148,2762,332,2587
209,9869,1983,9489
111,869,1756,6197
653,2031,1717,5477
975,8124,58,10940
535,9780,1530,8926
48,5237,1145,8417
799,8766,1882,6341
330,8332,1085,9452
364,4094,347,2400
10,3372,316,9687
187,6368,1432,2278
508,9398,249,6058
579,6304,1452,4842
444,9277,1337,6874
89,396,484,2473
621,1864,1564,6947
900,6372,1288,9107
675,8629,924,8338
992,6557,726,10020
447,6752,1599,8168
717,5951,1508,2874
31,651,937,9799
326,2177,1292,631
73,8846,1543,7196
250,848,1063,2303
449,9378,1629,6261
905,8669,299,4249
354,1061,592,4810
532,975,395,1740
295,5883,657,2153
297,518,383,3000
327,2948,238,2298
301,7996,1245,1414
511,3802,684,1494
337,8256,1645,2464
584,4032,902,4223
373,9044,1460,7849
552,9153,1503,1112
93,8197,1363,6745
131,1179,160,4518
610,4148,1700,3542
909,2312,892,9391
909,2853,1614,2818
52,6303,1837,7282
495,7190,1240,1923
228,2432,1527,1175
639,4970,454,1987
211,9471,1937,8783
796,617,1205,10692
790,2359,687,1099
503,3931,298,3917
494,5602,479,6283
852,2079,364,10542
670,2885,1678,7238
863,8284,1904,9715
232,9082,1722,3679
70,1179,1994,2343
716,3360,500,10405
188,9559,1438,2330
662,6456,1456,10459
7,7829,1718,4746
331,5323,1465,9954
611,4715,708,1069
15,4818,338,7595
665,3500,1564,1002
668,5095,1473,6118
92,7674,1688,7472
261,9677,854,4281
548,1179,993,9084
160,7226,1214,5803
350,9504,1684,1292
173,6239,1781,518
316,6648,1701,4210
936,8402,287,9452
17,7949,1178,6627
485,7738,887,2623
366,8974,939,4755
350,8094,570,9065
527,7136,1205,8353
871,7370,832,8687
434,111,192,692
932,9580,405,2042
269,5242,720,7594
870,3784,1457,7357
67,1179,1952,887
29,7737,206,6017
315,9052,531,5950
820,8446,1179,5484
736,1252,12,7829
163,9556,944,4767
925,2974,1461,2488
319,9780,875,6662
13,3409,659,9412
278,257,985,8778
431,3131,339,2270
667,5077,941,8342
633,8623,975,8634
262,117,951,9837
681,6076,1238,2987
521,2947,1096,9893
963,6169,1828,6103
171,339,1246,2857
357,1276,1230,1317
12,8723,365,8641
724,3375,1332,1179
672,6520,1808,7439
231,1596,924,4048
475,150,1121,10236
470,1060,569,9765
159,7870,49,9969
638,8466,927,2150
559,9419,1107,5297
260,9443,1831,651
572,8010,55,3193
633,8448,109,6809
601,680,861,9713
358,8073,38,6077
254,6479,636,6295
601,9834,1817,4201
514,3111,1361,5724
279,2982,1879,4787
116,5075,789,6558
609,9991,10,8263
161,6473,452,10141
851,242,1447,7067
886,5054,1378,8771
989,479,1469,1249
297,5214,1270,7130
915,5030,824,10442
296,8965,183,6240
593,8400,1932,6727
357,9737,1394,7232
659,8148,1422,7487
517,2625,830,851
377,480,848,8046
696,7691,659,3475
425,1548,1105,9420
763,9195,446,8091
536,1958,1234,2973
552,1637,226,3359
168,3756,1462,5358
514,2260,344,9646
363,1192,1932,3526
682,1179,1413,9776
429,2017,187,7917
568,7042,309,10028
82,520,1816,105
329,5035,485,4981
690,1179,219,3438
132,9701,1435,2582
597,4625,737,10185
456,2284,1020,8551
352,2151,71,3709
782,936,1229,8877
343,236,386,8426
93,3173,1200,6065
381,1971,1278,10330
867,9134,1368,9022
761,390,765,7830
294,2808,1510,5632
197,3851,524,2729
78,5080,1649,5415
677,5143,716,4450
550,3503,480,7015
819,9470,1296,5480
213,7665,1754,2270
642,629,327,1319
668,4494,1134,3642
988,1179,1252,9464
893,5978,1724,6541
158,1150,757,6602
833,8468,1309,2673
738,3051,497,2616
556,7194,1361,6845
200,7086,660,10002
21,7735,935,7240
338,8174,1224,3652
241,8828,478,1619
740,873,1715,6080
905,9101,307,10812
237,1060,1024,689
148,5645,1121,8681
784,5360,1806,1176
578,6250,973,6049
6,4811,71,1275
232,8731,1344,8369
868,8048,1725,3918
803,1179,1706,8083
767,5733,415,9929
578,241,1876,5372
761,3053,389,8171
76,395,1956,241
488,5322,821,8934
925,4315,226,9418
86,4514,816,6449
763,3297,1086,8842
966,5333,667,5996
221,2406,183,1726
412,8692,1142,9860
583,3542,1603,7992
201,1179,1322,4541
928,8978,307,1137
570,2261,1128,4363
275,2539,1517,4796
220,1179,1378,3267
156,1923,795,1136
180,6412,815,2299
724,1107,459,4469
128,4838,369,305
242,6021,922,1788
929,2091,183,9419
171,1060,1398,3737
502,5071,1534,776
479,3948,919,3474
876,8016,1096,928
269,160,1383,8044
420,9592,151,10035
162,4403,1306,1789
954,2386,1186,6997
23,9996,1579,7846
496,887,350,9176
192,5769,1494,8800
877,6049,182,9989
389,939,1624,1942
496,3492,1401,9353
963,2151,1456,3432
805,8247,445,2279
128,9210,1788,6605
552,9522,947,889
542,8687,788,7533
35,1164,1924,8495
456,4129,1135,1543
360,5475,1987,1653
764,8244,738,9612
949,3074,191,6913
876,329,137,3704
214,7786,1735,6686
286,1669,191,4259
767,8340,1716,7428
924,3577,442,5881
368,8324,1220,6932
468,2306,1537,1804
898,1299,818,2565
185,7228,843,2010
473,7074,890,1685
60,1179,1468,2828
261,4937,1913,6037
787,824,1758,1231
110,1179,673,9699
828,5957,856,5209
941,4591,277,4617
140,6766,384,2450
744,4697,1513,4784
534,8065,1358,7619
78,7728,610,1905
493,1439,1710,6778
30,3987,1676,3249
515,8956,495,6074
508,5213,162,7279
970,2724,71,5658
629,7788,1532,5140
65,3987,414,2137
509,571,1083,7279
911,9808,569,7239
370,4649,1953,2700
286,1686,985,971
175,8616,570,5133
122,2632,1411,806
230,2586,1485,8762
554,9808,555,1287
3,9960,574,1499
701,2221,418,10024
815,1648,1939,6265
411,762,121,5046
249,4042,1943,1981
655,1192,1350,7182
486,4680,354,7211
344,781,1989,6647
893,2026,1956,8924
332,2626,1859,1751
452,3993,731,5162
157,1179,428,8836
576,8621,236,2017
836,1060,757,3226
269,7903,170,1653
586,1179,1580,2742
417,7949,1527,4813
439,2695,1001,1830
28,3511,797,7450
977,3969,881,6412
334,4467,422,5134
237,286,1405,3379
152,3162,349,420
605,9424,493,4522
748,2594,918,10464
833,5693,1169,9502
114,9133,607,4385
807,6295,1235,1045
730,4672,1914,9531
757,9049,1674,7759
398,9778,1411,8166
31,6763,808,5914
531,855,725,6316
52,5920,1557,5145
717,1179,758,7155
730,7577,1001,6904
194,7524,75,9540
304,9894,1553,10247
706,6201,840,6151
972,4581,124,4310
344,1140,883,2677
81,6385,280,4467
0,7397,367,4581
166,842,717,6864
316,3836,1337,8675
182,8904,1960,3724
964,8418,115,6850
897,2616,98,8951
861,1605,404,7775
272,3831,502,7785
668,2632,1599,8937
372,8958,809,1480
361,4871,1354,9444
899,1179,1553,5655
200,6642,1881,1424
191,5591,1387,7719
340,8943,303,9096
298,8713,1356,3157
505,5003,641,8998
587,7324,282,8887
139,9886,702,2551
305,8453,574,2952
195,9990,140,3533
60,8692,1086,5864
987,8032,1827,8218
968,7191,89,5491
359,8018,629,4172
306,580,1636,3951
479,5269,1805,3896
332,1851,1147,343
865,1179,194,7474
82,2139,1965,3227
333,2192,617,1207
516,5982,26,7819
730,2222,1683,1613
923,3216,1187,5573
765,4798,783,8475
473,6278,1891,7270
393,540,470,5832
599,4332,829,7607
720,1735,533,10491
691,3943,931,9235
719,7951,1938,8881
784,9807,238,10482
576,5706,1032,4063
379,5818,1873,7916
20,5160,637,2410
949,9019,1977,4979
878,6602,1825,8370
176,9156,617,3614
362,6121,1170,2745
21,7909,383,3388
836,4719,1212,7003
959,5592,1204,2424
547,2105,1907,2698
249,6828,315,3732
660,9738,15,1233
951,9783,926,1725
72,7655,906,7102
90,4044,1350,4428
175,4275,907,8196
125,27,1994,4055
203,9330,558,5163
913,2947,1409,3133
245,7905,1131,1684
610,5874,1319,6856
270,2038,492,7694
43,6963,489,8948
733,5896,961,7433
940,1060,1339,9707
608,8897,1701,6947
547,1703,1404,5631
167,3093,807,5677
434,7268,1384,503
29,3247,420,9138
793,271,1557,9727
596,1060,362,7324
356,9569,161,4506
490,6137,1345,3023
632,7780,587,8042
798,6718,1887,10366
247,9569,787,8848
695,2892,320,3702
252,1967,1431,8395
956,9099,568,7826
784,4814,526,5918
720,3805,1363,4962
865,9950,916,6474
381,6497,1892,10252
535,1567,673,8313
633,8555,1173,10539
736,1179,1443,1933
899,4681,847,3236
904,1060,728,8990
897,202,163,4090
418,1931,194,8636
122,7088,122,5342
293,8806,1475,3266
684,1060,1485,7215
142,5372,395,3307
937,3437,1622,2027
898,1179,1581,9339
510,9511,1424,651
926,7823,555,1192
947,2993,1818,8666
680,9756,767,4990
56,2412,42,8736
41,9125,1378,8728
820,3772,1133,1299
630,5795,935,3320
120,7508,290,6119
823,8457,325,5759
762,6318,1813,3189
342,7851,507,9377
331,507,1270,8395
455,1387,1878,3670
436,4029,565,6417
340,250,53,4251
340,2566,1555,4417
415,8677,1918,2764
848,196,128,1497
181,1298,851,5717
676,5485,1135,3532
983,1179,187,6561
263,5205,1387,1988
209,2196,275,8325
522,1361,242,1876
181,2661,684,1474
443,6692,187,3701
250,9264,51,2963
137,1944,1877,8732
217,1062,1223,4249
750,1229,626,2296
453,8417,1100,3059
882,2485,439,3707
848,1060,434,5054
86,1456,1997,9090
809,8193,410,4183
292,1534,426,9413
91,8494,941,7731
207,4582,1961,7141
203,2658,1255,6281
185,8581,1909,3508
84,6873,266,8450
826,2559,1944,7931
663,6953,1901,2026
155,989,1652,9384
292,2631,599,7781
532,5344,600,8483
160,2697,1976,3171
385,3183,1098,2475
484,739,365,9136
502,7912,1461,650
850,502,1521,5283
155,5681,312,5253
142,3819,1564,1275
768,5831,781,1121
618,6852,347,9917
283,7680,1773,2396
561,6594,684,8116
34,8474,946,6044
223,8380,1582,3908
667,4220,243,3873
392,3759,1110,1501
407,1814,1301,8825
702,1179,1192,9906
387,5031,390,3493
695,7050,741,4631
748,6794,1771,10406
296,3939,1539,8757
322,2661,501,4128
815,1979,70,7364
853,3382,188,10576
487,8599,919,8982
569,1179,1658,5717
38,1179,1869,1970
504,8464,507,2544
502,2914,558,8436
752,1035,259,9085
536,1060,303,7325
315,1190,1512,6090
495,268,1301,9495
116,2141,267,1063
341,2153,1113,1106
881,5906,252,8053
239,1736,1881,5254
686,1336,389,9816
993,4155,1687,3489
444,695,1937,4006
851,1432,1565,2113
739,1179,1993,7132
996,1179,861,6046
486,5043,1269,5896
764,3710,1564,1306
410,7268,1140,7074
891,3651,1510,8614
622,8939,273,3403
752,3179,1745,3364
735,8108,1209,1934
297,2696,1630,7329
51,376,890,6374
732,8578,1121,5420
303,4325,1195,5089
287,4049,1048,3968
663,2422,1590,5892
898,2285,1933,4393
117,4062,219,8973
922,6390,264,7000
968,8577,415,4130
423,1061,1577,1839
790,7411,1353,3898
646,8710,1806,9354
208,7561,1902,9249
126,1100,347,7955
292,9658,1541,1199
518,9984,588,9025
221,4132,903,7794
76,4504,174,9775
337,3649,450,10047
862,843,1039,2796
789,6967,8,6740
845,5582,1016,5189
849,4649,1637,8275
738,6192,1431,10731
912,3142,265,7246
274,245,1735,2896
862,5110,11,9910
806,6019,1689,6371
116,5967,936,1641
291,8533,170,1707
270,6210,1048,2064
446,8917,1578,3166
156,6067,1338,6982
571,2886,1115,7366
183,4152,1695,3859
423,1309,991,5499
655,9671,1091,7024
672,9938,322,9216
600,7622,1999,10219
15,4288,605,5841
925,6769,1560,3117
760,9337,366,10729
97,666,812,3633
961,585,587,8260
615,353,1134,9923
299,2614,1170,2619
746,7637,537,8617
421,3097,556,954
306,1060,704,9715
955,9796,725,6306
273,2895,1298,2252
260,8715,1755,2336
238,9320,1312,8961
935,7255,691,5170
773,6794,1060,7014
331,8849,126,4445
114,7843,293,2698
267,1060,1019,10007
11,5445,539,1499
72,6742,1581,3731
873,1862,213,7275
405,7019,84,8452
816,776,1669,1043
177,5825,1366,4648
975,1663,1375,6217
771,755,1681,8394
945,4654,1940,5297
258,7532,1882,5186
399,3695,1111,7714
269,302,434,967
831,1098,1455,1268
631,7618,1370,6450
680,1404,1848,6860
485,1321,295,10361
579,304,1200,2732
58,6173,1781,6096
641,1060,27,6649
886,5540,57,7261
265,7,1354,5401
74,9966,901,5352
998,1214,833,1957
89,6520,1908,8558
504,697,1554,4724
356,4001,1907,4112
153,2726,1058,7740
899,6799,428,10434
217,1923,490,4987
485,3423,1761,9391
539,9828,722,10236
129,429,1522,4050
65,9926,1938,2779
143,1179,1771,1490
379,3153,1569,5387
312,9897,1669,6397
406,6156,1887,8575
406,7068,550,5274
972,1220,541,4932
276,3061,599,10220
614,5726,478,3119
408,5950,1191,5504
313,3941,153,7688
548,3122,142,2285
248,302,1092,1356
944,7510,78,3623
460,1179,1628,1497
398,3669,1644,6158
667,8733,616,9770
450,6549,190,2546
470,4783,989,828
643,6886,484,6596
558,5479,1187,1634
433,2479,548,7669
955,3000,307,6626
445,8510,1847,6260
706,7427,1831,6470
102,4582,1174,5076
327,9168,196,3854
682,1360,1457,2984
600,3818,208,10396
245,9127,1036,1320
57,1179,1129,4105
104,8955,697,432
691,5006,885,4168
971,4996,978,8095
68,5293,1490,1070
992,8215,143,9760
301,1025,323,8819
152,1179,950,6538
536,1187,944,10255
888,1007,1542,3709
34,5470,1167,9691
956,1117,1714,3336
14,8395,1615,8700
105,7290,1296,9435
729,8228,1030,3145
895,6773,547,10443
73,9044,913,9418
855,7307,1149,4104
930,633,685,3072
284,9444,1406,3672
549,4514,1307,9865
196,9708,1212,5511
279,5859,687,9272
786,4980,1894,993
685,8519,178,9349
816,7523,1749,2454
555,1030,1644,5682
968,2562,1223,9295
665,8919,378,5021
152,9416,615,9514
290,7059,1754,8939
931,5331,171,6955
141,685,842,7746
767,3140,689,2203
311,6080,1722,6686
645,2025,1455,9343
31,5648,2,6278
25,2379,610,8662
910,429,1391,3691
254,2807,1118,697
944,6883,1651,1061
734,1194,1525,10466
55,8397,1102,621
292,5722,561,3894
636,1160,1614,2572
229,2846,972,4412
52,3084,1511,7978
953,9582,1279,10797
100,7117,780,4671
466,3817,78,6267
845,7060,1372,5235
803,9970,1990,5618
868,6828,764,6368
266,5502,391,5668
794,2021,1232,7781
1,6407,1591,4782
21,5512,596,2707
577,6588,290,1780
211,9043,633,5267
235,2914,1296,7292
879,4904,129,9476
528,3996,1505,6241
387,4555,998,5570
13,5685,447,4227
518,3294,1188,4597
846,1179,1449,1158
221,8056,1898,8575
911,1578,1749,2439
615,4676,156,6111
961,8399,1632,10718
402,1295,894,5170
512,1179,1155,8079
286,3862,1306,684
383,1179,160,7013
246,5880,1462,1293
899,3824,317,2841
90,3189,1905,329
825,5795,624,7289
311,3874,693,982
436,416,170,3055
984,6915,976,8903
725,1179,1205,3186
42,4531,865,8635
73,2247,70,2179
753,1898,1798,4901
992,7817,1529,2079
560,9021,1840,7336
879,5919,1820,10213
875,4911,520,5256
315,1179,1321,5439
733,6320,1221,8292
861,5585,1957,1002
143,889,240,539
328,7330,1454,5465
208,1179,1854,7489
98,6841,610,1653
699,7217,1557,7753
113,2864,1436,6007
174,6585,609,1202
270,8408,111,5321
62,9424,272,732
795,8537,984,5389
403,1428,1301,2258
224,2655,1938,3653
958,8040,1826,6234
160,5182,819,7146
35,338,1956,9915
380,321,218,4811
652,4258,491,1221
317,335,1703,6773
707,5362,64,1853
662,5271,170,9718
455,5214,534,6969
268,2025,1350,5168
343,1060,813,370
39,96,589,5388
749,2852,658,1778
413,2403,124,7029
379,3134,1861,2375
221,3831,1363,1562
280,6462,500,9720
224,6930,1937,2311
456,916,1302,9328
153,2130,390,527
279,5529,793,3324
352,8370,620,6627
38,5691,184,5987
728,4301,1590,1533
755,6353,598,7107
620,633,1357,7090
974,4448,78,7620
572,5509,545,850
488,1723,1686,1893
944,5564,31,9923
936,9860,1926,8086
197,1125,269,1529
275,142,1126,8340
171,7716,225,3318
783,3049,125,8775
507,9628,73,3956
404,9474,1842,836
270,2713,719,8296
934,1639,573,1943
553,4908,1855,7832
700,2693,1465,5891
771,98,113,9279
663,215,1624,5970
130,1778,1535,4346
625,1179,714,1990
384,6456,175,7180
733,1179,40,9860
396,5960,365,3914
565,7250,727,3333
849,1060,1375,1344
295,1179,1672,3887
382,1247,116,2614
511,1120,167,8559
394,320,660,3329
553,1060,151,7272
604,4995,273,5049
259,2587,100,2626
280,3562,72,6835
355,1073,734,1260
419,6411,1427,8587
191,4178,106,8091
636,6387,1102,5233
427,8416,996,8080
807,7905,1971,5816
347,3037,153,7582
428,4485,337,10135
391,2635,449,7599
340,155,1952,8298
546,3274,830,5834
939,97,566,8752
401,4399,1331,6537
46,6305,1798,8349
664,7869,911,7270
749,9657,1853,10613
424,2792,1289,2726
516,4636,441,10358
959,6579,859,8284
957,6497,1359,5352
636,5586,810,4631
878,9735,198,9376
327,7004,300,8639
86,3983,1459,7855
514,8861,458,9983
164,8534,1309,1591
222,1060,555,5835
860,4944,1751,3962
296,2457,281,9673
915,6072,995,2370
450,4078,1480,9821
342,7206,790,1688
935,4092,1403,9755
340,2080,1722,1554
460,1743,1291,2421
391,4884,1635,3386
900,3249,673,5512
536,4479,1157,10275
550,8146,277,6240
420,7867,122,3278
380,8406,1074,1141
616,4953,1042,6074
4,8875,564,8051
647,6350,646,5549
3,9503,142,8108
680,570,580,2176
315,8038,1032,9750
821,3307,1989,5403
917,5712,839,2960
77,2476,421,3453
530,6070,892,9238
716,551,1526,1550
354,7329,1829,977
835,8304,545,1882
32,9739,1936,1596
661,2045,1758,4643
704,6615,870,6144
138,3336,865,634
