db1.tbl5_dim1.col1,db1.tbl5_dim1.col2,db1.tbl5_dim1.col3
792,5383,1616
4,7135,802
254,5351,53
9,2447,1553
8,4077,1321
971,3281,476
255,2479,1137
4,2094,316
2,8025,1210
1,9931,965
21,7724,858
7,1095,1111
10,5899,293
14,5747,1729
936,4664,1489
1,9050,1712
14,4981,1767
1,7458,434
87,5167,861
1,7214,847
175,2896,1007
372,1606,1846
804,1569,991
1,3855,1762
854,6141,1865
12,4184,501
64,6633,653
1,4846,1655
9,524,466
8,5307,125
24,7610,1360
1,8885,1644
98,5070,852
49,3067,1930
3,551,315
885,2323,204
1,4725,1254
7,14,945
4,3399,488
37,1954,729
434,2776,274
77,1661,355
1,4889,1615
360,1449,1214
4,3890,715
1,4207,670
14,5802,229
469,8515,1121
1,868,1943
61,871,1682
7,8409,1446
59,513,214
4,9840,902
782,8803,1001
1,9871,1689
2,6597,483
1,4838,880
216,900,1347
1,7201,904
4,9404,1243
3,8134,366
8,795,1997
173,1899,1723
689,2076,887
404,6574,1311
305,107,152
13,4704,1132
227,636,1361
189,763,1888
4,7055,58
4,4635,1797
24,8906,1183
761,123,328
1,6233,986
917,1355,1969
2,8264,1181
21,8485,1073
5,622,875
13,5246,1359
730,6704,1271
64,2317,1433
5,1910,1
62,4411,1870
17,2949,867
655,9752,827
8,843,1038
45,5048,1450
324,7121,1498
735,1496,691
223,5990,1442
618,9179,1683
18,8839,468
172,5115,436
1,8191,955
48,2200,1685
1,9701,1415
4,8557,665
82,6659,1437
2,9520,1719
2,6321,529
1,6858,197
151,2065,1614
16,1770,1110
432,4615,1276
8,9507,1218
15,5800,129
23,7875,1714
353,1229,989
5,5585,1456
1,7938,422
61,6689,1545
271,3434,84
36,6004,206
6,9699,1945
63,4873,1565
935,3934,311
41,6206,828
6,9928,908
3,3399,144
987,4827,685
327,9369,1625
5,5295,1226
4,5427,748
230,9588,266
944,5322,249
18,2685,1761
3,975,495
3,5836,655
219,8097,172
52,2714,856
65,4600,789
2,5865,1968
1,7401,854
1,7430,515
530,3291,1397
8,7145,457
163,7950,1958
421,5041,1408
50,6962,1327
13,6219,926
1,5876,278
7,5363,1626
6,1681,304
39,8887,1788
171,4270,124
115,5055,707
378,8624,1057
1,5876,1550
52,9360,838
2,235,1169
815,816,319
12,7558,370
60,161,415
8,2247,83
3,3400,582
97,938,1852
635,7291,221
1,5662,232
270,6464,1311
7,6711,52
1,7258,768
117,3500,217
1,826,619
130,3584,1321
15,5598,607
2,1465,1783
2,4765,815
152,3820,1184
277,345,1180
95,2299,383
124,9217,283
321,3701,361
14,3508,99
2,5689,1361
9,7993,1748
857,8514,403
16,6993,802
566,4088,1080
108,7163,275
140,3892,504
2,5483,1235
9,5681,1125
135,4631,764
76,6869,464
358,8032,272
3,4245,1939
152,1722,520
1,3337,103
5,8391,1143
63,1978,1251
862,176,1641
924,8916,216
15,6181,1873
172,6114,660
50,2163,669
113,2497,273
135,6896,1504
34,6151,58
249,9514,1429
45,3388,1238
1,7940,1422
923,2381,1275
5,6034,1251
765,4733,1220
5,946,170
333,2763,257
98,1805,150
8,2335,1405
629,487,236
44,1606,418
280,3046,1475
219,2930,158
1,6283,31
4,5269,1021
19,2714,1722
606,6588,114
1,9554,1246
2,4201,1410
60,2844,843
74,2717,1662
2,4335,1994
679,6964,1589
2,4718,1859
2,5688,1111
65,1106,1335
13,8385,591
1,6142,1692
552,6716,872
1,6082,536
2,3437,1378
463,8590,739
4,8988,1913
256,7573,1077
2,4386,373
1,7606,1446
3,167,1500
145,8452,922
80,747,1276
6,6300,212
64,5927,1167
81,2753,447
38,4269,654
617,4936,1631
213,6461,1701
252,1823,1840
14,647,1840
94,1331,1462
2,9605,49
5,5314,1554
24,9001,1169
253,7664,560
7,1604,398
15,2826,1099
727,5731,1029
5,999,392
57,1451,1858
1,2989,1357
12,6554,827
7,1105,1975
1,1322,388
45,7752,1757
7,6174,421
4,840,200
448,4317,872
3,4467,1673
12,5370,1006
685,9971,140
1,24,1094
631,6473,247
10,8052,1075
209,7596,405
8,3347,1027
13,8453,6
15,2776,1721
672,6071,625
35,8756,628
3,9583,1293
55,9352,856
437,3310,376
3,5124,386
7,1772,423
40,6502,276
909,2121,1838
18,5161,1773
45,6569,1025
2,5879,1464
164,4191,146
3,4156,1453
7,1459,1114
114,3880,1826
116,9671,383
6,25,513
326,7117,1902
215,9106,244
56,8102,858
2,3648,1997
491,5558,142
29,3407,1822
9,5297,803
581,5089,1067
809,1076,246
120,3103,300
210,184,987
4,6261,1229
4,8316,1631
40,9910,441
882,5732,743
146,992,199
149,9659,1390
4,9022,1443
13,6322,276
7,678,163
5,5130,75
134,3630,1005
1,610,1253
2,2675,1140
12,3035,505
5,719,1080
485,8283,433
3,2687,848
4,6560,1567
2,237,1565
347,7707,1348
3,6170,1806
8,6032,308
84,8675,1459
1,9882,1894
254,5990,597
111,5432,1418
4,2270,1588
11,9706,1432
58,8142,46
670,3292,950
62,1256,651
4,7426,653
21,2377,653
16,3263,242
30,9536,903
27,7233,1131
9,8859,473
383,3209,1496
7,3931,754
30,4263,1135
4,6817,1476
15,9038,659
92,1025,1431
163,2226,1050
235,4015,532
140,3062,927
18,871,1121
1,2292,553
28,692,1725
1,3874,385
778,7406,1923
10,9564,640
24,4103,1758
1,5294,1879
969,9332,1356
22,6399,189
5,4568,1237
2,1615,1643
73,4300,1001
15,5289,818
6,3018,1795
1,905,704
1,8055,49
101,490,318
20,3855,759
323,4100,1485
158,904,608
41,4654,611
37,2772,945
149,5318,1989
144,2148,541
7,2100,789
1,5533,1684
181,1027,55
3,3135,1182
210,3224,965
57,1561,682
8,4751,1781
331,7906,1531
99,6089,1724
33,5251,1291
5,1034,1606
903,719,1547
299,2557,1987
2,5968,848
235,3597,606
1,1068,945
4,3820,1901
728,5807,158
378,968,1274
52,6416,1540
105,6704,337
1,1315,1841
7,7785,1779
6,2476,675
1,8167,1127
109,6898,1471
6,1899,1348
64,4446,669
1,4607,323
1,2399,263
2,1548,1634
108,4322,1212
52,8871,1638
3,3424,352
28,2764,1007
58,2477,1337
633,8988,1520
169,723,309
2,8662,1461
4,523,1636
12,3356,1104
1,8173,1260
36,744,1260
499,20,471
6,8133,373
892,8127,1145
4,7482,35
19,5541,458
7,5469,801
6,6564,1211
9,2595,5
1,1686,612
30,3346,1862
144,5561,464
361,5206,801
6,8787,383
35,6690,489
448,1481,1512
224,7782,607
18,9756,600
2,8414,664
37,7961,242
926,9652,480
163,9216,1589
321,7159,119
2,9435,509
487,3940,513
1,4164,1382
357,2353,1717
3,4122,1040
59,1837,1157
5,323,1827
2,8181,1096
4,2677,446
19,4589,1299
548,4090,1503
10,3780,1316
1,8071,83
1,6806,1184
3,7638,1499
1,7989,1619
9,1151,334
10,5311,449
812,3896,739
6,1260,977
50,3341,1592
258,9441,475
26,1480,1894
103,3425,1487
826,7084,1502
6,5552,1402
1,3560,53
14,2651,166
32,3730,1811
43,1142,1034
141,8096,508
467,3309,1077
24,2072,1542
2,9302,870
11,571,1247
2,5887,862
2,3139,632
1,3086,1332
591,457,2
149,7629,1373
1,3221,417
550,6195,883
379,6857,39
510,7253,146
1,9226,178
1,5033,1914
1,6091,957
781,8404,1743
79,5618,1270
2,8576,1460
589,3495,348
15,4449,386
201,7425,800
66,8206,1917
73,5037,380
15,3757,1199
11,881,1124
2,6856,192
1,5677,1478
584,5503,128
623,3441,20
68,4943,27
10,7042,1515
1,9174,832
16,1745,423
78,7359,81
5,5862,764
7,6662,1890
19,3962,935
23,5387,638
146,5158,1477
24,4546,1282
314,9663,1635
21,7200,705
1,1818,292
2,3714,1238
121,4995,434
17,673,517
18,4103,148
849,7381,1620
40,5040,603
1,8793,1557
14,6224,1569
38,337,1060
1,8545,846
9,6098,872
786,8551,1882
155,4873,1556
9,8368,1454
4,1187,1231
5,3902,1483
277,6040,1673
11,1747,1163
309,6904,57
505,1283,657
18,2869,177
664,1546,1150
5,7663,1385
4,2097,566
1,2987,1010
4,2042,148
182,5971,1789
12,5495,1997
2,4454,771
1,6320,219
22,811,797
32,6815,335
215,4915,1645
118,6803,331
2,2711,1218
4,1458,1066
101,3246,687
2,7569,610
229,9652,1731
77,7437,1699
31,4432,1421
70,3559,1520
1,6758,1387
34,1950,170
16,2604,978
26,3832,1371
7,9418,1596
19,9787,1193
418,1198,1809
7,4640,742
1,9501,1272
4,2602,1071
17,8959,675
30,5962,1929
14,1526,144
273,4786,544
530,4694,705
21,5137,1992
1,3717,674
13,935,682
2,721,1098
5,6852,215
286,6057,95
31,5604,1656
277,8231,1646
898,2092,917
33,4456,1519
519,1088,319
94,5816,1049
1,9814,208
13,909,845
78,2332,252
110,9811,613
353,1790,1375
66,8987,1925
1,7869,856
2,7814,194
7,5424,797
5,3640,1025
3,5832,1164
57,843,1834
14,3529,585
95,3359,1188
10,833,1826
4,8263,1385
35,6281,1906
1,1087,1400
919,8781,1673
76,2843,962
1,4626,1407
59,9894,744
1,5268,556
25,2985,629
5,9402,308
107,6188,101
22,4929,1883
201,8841,1310
3,8305,1795
76,7329,32
97,757,671
20,1985,207
346,9225,1842
2,3798,1582
164,1142,51
1,1740,1194
2,5149,1468
3,9424,1757
79,5424,314
67,8777,836
16,5016,129
6,9589,1407
55,3514,243
2,2452,1917
62,852,933
1,3701,953
2,7595,273
112,5509,70
389,6612,1317
1,2768,757
67,8851,201
1,7761,1750
404,7266,1461
11,2345,946
144,3874,1847
2,8213,524
354,7850,983
14,1124,1544
3,7645,551
41,83,1499
5,533,774
5,5836,1012
1,8663,1656
3,9884,396
220,6847,1427
28,7099,278
8,2846,787
590,5388,235
220,9959,1980
6,6393,1199
1,8984,1476
2,9554,871
88,2694,52
38,7916,1290
866,6663,1055
1,921,1210
398,7613,1177
1,8416,537
13,1136,1886
536,3609,764
78,5779,481
44,9002,144
6,2295,1830
776,5200,1172
2,524,1357
4,5820,1350
17,7716,1883
1,6296,198
13,6945,1446
1,420,93
567,132,1192
6,7602,724
65,8248,271
380,6262,877
257,4616,1263
388,4743,1599
123,3944,1092
2,944,1670
9,4131,823
26,5778,875
7,4363,1364
716,5342,90
236,5533,1296
222,2647,1537
8,4706,1729
160,4563,557
56,6928,223
9,2566,1521
6,4329,1580
206,5135,163
49,3613,44
1,9408,736
1,2794,349
307,6359,834
1,2189,1033
27,5588,1057
53,1095,1937
533,4921,1727
26,9216,385
2,9907,843
4,7831,513
1,2173,664
3,9073,1728
251,7425,1540
162,7121,1784
1,864,307
20,6343,785
5,1187,703
73,3598,546
749,8376,109
63,1086,9
149,908,848
11,5735,1343
1,4238,1808
13,5310,176
26,8822,1150
22,4630,879
3,625,1469
20,7781,1310
121,6494,1088
6,2747,1154
65,2902,1856
2,4623,1136
4,7829,525
420,111,1872
61,5721,1876
1,6215,755
4,8305,1315
956,5516,782
4,829,1544
43,47,25
35,8773,1420
11,6387,370
1,8648,459
5,2980,788
706,2231,1198
1,5445,1293
119,9800,1858
448,8895,469
169,2686,785
6,1265,1046
28,8825,1729
371,2343,626
833,6757,681
1,5526,1296
1,8250,698
719,3609,1890
386,7367,1131
3,5122,1644
800,9551,177
3,2542,1100
1,8309,591
92,2391,793
32,1602,336
3,289,683
585,8530,1058
12,5241,1774
11,9068,1064
64,7303,280
3,7896,1020
45,4600,586
9,1291,1410
102,7826,1068
4,7553,1958
2,5241,982
4,2037,1139
619,4353,284
324,8987,1870
278,8439,823
194,8777,1588
66,7132,1287
1,8012,1900
6,7488,88
38,2768,69
1,7025,623
1,5063,1175
1,7930,465
1,1977,934
1,4265,1371
2,3664,1380
24,1328,1327
5,8874,802
351,2504,1629
396,8056,1961
551,1375,1829
19,7279,253
184,6748,7
47,2321,801
2,8879,1131
65,6430,1384
295,756,312
8,2057,1550
150,3117,1956
185,9356,732
69,4769,1893
418,3418,660
2,3289,782
310,3567,1347
54,9867,575
340,5523,502
30,5427,639
7,6427,822
463,2198,1830
400,3038,183
4,7955,1203
147,5031,96
1,3335,1204
1,6022,1485
26,7817,605
1,2962,1835
14,3782,1286
209,6461,1252
437,245,1749
4,8534,755
1,8201,384
63,4575,1164
4,2070,959
1,277,1130
1,7075,1933
631,5021,900
393,3157,180
279,3133,1464
7,4520,1228
118,6124,297
725,4667,1687
39,9047,1365
7,769,139
223,9715,749
14,3244,1652
42,6202,952
32,8073,1142
3,5913,1460
1,409,227
992,4582,777
13,4103,1980
5,8622,331
173,9552,1592
47,2678,849
409,4029,278
194,7921,18
5,5562,1396
47,8129,1439
24,5528,69
715,1649,1285
3,7813,1496
5,6051,1093
551,1910,745
17,8650,1463
17,7134,1165
373,1944,754
5,6269,1489
103,2891,1899
124,8001,1236
15,7852,1774
7,9400,1243
150,3604,994
4,5153,1200
259,7149,486
13,9718,206
1,3885,213
40,8877,1058
2,8913,819
18,7366,296
238,1804,1299
2,4815,291
3,7062,325
19,6054,1156
20,5973,1939
17,9955,360
102,2091,1894
4,3675,329
4,5003,1249
1,6673,1956
10,2276,1829
2,223,1380
47,5739,759
2,3293,1282
454,1329,99
323,8001,734
173,525,1820
239,7003,457
739,6275,535
6,4308,958
860,1862,239
441,302,664
8,2697,1441
362,6590,808
464,9889,1988
1,6660,749
395,5517,1854
14,9894,1291
244,2521,311
1,1921,637
2,4458,1722
854,531,67
13,7761,963
221,510,874
154,7591,345
202,7917,1603
172,8802,1320
525,2135,1972
47,4716,1628
14,4092,1371
572,312,1975
8,1858,1088
63,6466,308
338,8486,507
534,8743,200
685,7708,1830
78,2571,1515
123,7914,1174
23,881,229
5,9309,1945
1,605,845
3,3070,426
861,3048,1427
235,6796,1056
20,7270,866
7,8511,1441
1,2925,1661
1,8970,4
160,4585,303
898,3088,1277
4,264,837
4,2933,167
614,8878,374
51,1284,394
2,8796,1047
1,3601,209
38,4434,1433
17,6661,1821
14,8318,1134
795,3253,211
4,2565,1256
22,3107,309
3,662,1686
6,8309,1824
173,1979,1930
2,8868,64
89,6723,1923
1,7127,476
2,4553,672
1,5075,431
63,3725,236
931,9710,700
76,4328,1892
564,4894,353
29,1976,292
91,5692,1280
573,880,1223
1,4138,1820
49,3945,519
42,9932,442
1,6294,1523
2,8952,1305
35,9311,266
23,6194,800
7,5808,1409
104,7022,1340
8,1463,924
177,6692,874
240,3019,978
70,2845,65
5,6754,56
228,7343,906
4,6777,1683
5,6194,1037
54,9737,465
98,7756,26
9,7765,1986
47,2494,1755
4,7084,1436
215,1917,1810
943,3318,1998
105,3571,682
6,4611,460
8,5775,1901
1,595,1256
71,771,1980
50,8532,1481
712,7371,161
11,4,320
606,6563,762
166,1928,1461
5,8867,700
1,4420,1729
129,3620,1248
23,3150,1545
752,4780,1269
1,5625,1547
28,3912,348
206,3257,1820
207,6199,1314
86,7809,1295
11,6713,143
1,340,1100
5,6158,89
73,1075,776
180,7516,1606
255,1895,505
184,7149,510
6,4154,285
101,9593,855
794,1915,1268
2,3849,1359
134,4560,715
12,7784,572
3,4808,1888
6,5074,1600
2,2722,994
251,7159,1257
10,7192,613
627,4170,561
778,9521,838
774,251,1695
2,7493,1234
8,2115,1212
6,5345,453
561,6708,1696
1,5703,674
46,493,1699
21,1023,1767
838,7253,1588
760,3302,585
13,4738,1451
15,9726,1579
10,9154,1122
206,9679,982
1,6415,1408
1,7442,1327
110,7237,750
1,3418,1582
85,5918,1073
1,2126,640
202,8325,1168
142,5544,1066
2,9579,1038
162,6920,53
208,3674,132
573,3898,209
127,2740,1233
371,6883,1094
66,3001,1472
61,1883,83
88,3244,1695
12,2667,1958
3,5701,1209
12,1384,1007
48,6910,178
98,4139,1554
17,7459,1370
7,9718,668
4,9405,1131
2,4250,1007
20,353,211
111,8865,1999
280,5271,1393
7,5088,1263
54,9097,1012
20,9488,1203
777,7625,84
415,1964,1324
414,540,1331
43,6551,4
15,1676,1546
74,2602,1497
2,9225,178
417,1389,1089
4,3731,1410
274,9892,335
5,7649,757
28,7746,306
182,7016,210
11,1593,934
8,7993,440
432,4716,451
1,8333,246
306,5307,15
585,9997,927
38,1505,144
103,5462,1907
355,8372,1330
15,3729,1555
404,8371,1535
9,3034,267
6,9113,978
882,1244,1
1,2271,1264
6,1004,1799
17,5279,310
6,9115,1012
5,1523,1595
9,6179,1142
11,4449,1342
1,5121,1695
186,2789,1027
2,3247,1372
1,3023,309
47,8911,1103
84,7901,1506
166,8978,1007
1,6032,1715
2,4087,193
2,1001,716
48,5756,1149
438,5940,439
111,9653,1607
6,6588,785
333,6255,207
84,2825,1358
97,6940,251
727,4674,1598
690,7499,704
10,7008,1915
66,4374,788
3,2595,1681
12,7274,1002
4,425,1249
9,671,18
88,3775,310
3,5435,522
2,2698,84
10,1896,1813
1,5156,1266
248,6191,1733
733,9146,507
226,5729,1463
30,5352,1856
87,5654,985
233,3486,44
1,407,42
13,3956,376
2,124,716
1,9963,1935
165,7862,376
346,4826,1307
1,9994,861
2,1188,753
3,170,715
343,7130,436
524,1328,570
172,5216,1827
218,4796,499
7,6567,1281
12,5112,1492
5,3379,1203
733,7674,1881
130,8256,1233
7,9636,554
2,9127,729
2,370,783
3,6660,452
56,7201,1112
484,2773,1476
374,7633,479
1,4514,885
113,4637,395
2,9923,1173
6,4703,1331
33,1512,1896
304,6727,1328
3,861,246
389,1597,1861
137,7411,1498
87,9419,1388
1,9643,486
20,2137,1456
4,9427,1671
46,6701,1278
87,5923,762
1,9797,693
70,5091,1997
23,6339,1514
299,1247,1555
213,2700,53
12,4932,1697
837,3232,1359
45,3186,837
762,4120,290
122,4403,130
12,9956,1357
3,5314,141
18,5644,66
620,2681,882
1,1708,392
18,4397,1125
8,8377,915
370,6189,495
231,4730,1734
35,1298,304
13,8029,586
94,797,1480
704,9292,848
1,9378,1388
469,773,1025
5,7540,817
1,6010,1787
144,3990,974
205,2681,1485
5,8577,710
191,6858,383
221,6824,1570
88,4213,855
1,9989,1339
83,6886,1297
603,73,266
58,3379,1169
9,849,1012
38,1693,1450
950,5943,1516
19,8084,1586
306,5367,376
2,7003,931
1,5118,744
10,2492,686
2,3187,1269
7,9456,1842
119,6077,997
16,8404,302
6,3337,1647
444,693,1607
1,2801,862
249,4660,1724
59,5397,1071
1,7848,56
1,7403,11
2,6717,690
845,8476,1115
1,460,1394
142,2418,255
11,1471,1976
3,3921,1043
42,8041,375
9,5001,857
6,8702,182
3,5457,84
17,3244,1694
2,7931,828
330,1376,947
47,7212,856
1,4012,949
17,8966,615
63,5008,1680
355,7429,1617
1,8295,8
17,4994,734
111,7539,827
2,6034,647
3,3950,96
22,3695,489
421,9209,905
11,660,495
21,4879,1232
65,5044,1831
6,7030,1377
370,4764,1498
752,1155,1531
73,5305,409
67,4151,1441
87,4800,1231
2,6713,1101
135,3108,1069
8,6536,624
952,6921,1477
157,2723,940
44,1406,1648
519,5539,609
800,6283,706
256,376,284
162,4505,474
1,9341,305
111,2680,514
7,6989,874
592,541,1304
55,5408,576
9,159,727
7,2266,1646
36,6616,1020
22,7942,957
10,4765,1886
3,4255,1517
218,912,1708
14,1279,888
1,5752,201
1,6637,671
3,5992,119
35,3716,1312
2,7005,1036
3,9864,1482
24,4456,1530
3,6977,230
346,2085,227
46,4510,160
1,6863,1375
2,5341,533
2,1944,984
63,3529,1067
1,5259,929
1,1103,963
131,1213,1301
20,110,1108
323,5414,1360
212,1152,1542
4,9240,1479
2,4310,1507
27,5970,1379
1,4681,80
64,5853,811
1,6496,1071
229,4236,664
441,729,1036
972,7321,223
7,5901,1387
38,1290,701
359,2422,467
18,3533,1246
7,7054,1738
1,9340,1615
11,9828,1132
1,5096,1156
8,6405,509
7,3092,746
71,7196,1177
9,1460,1450
10,7375,727
5,1447,1638
53,4475,636
10,4625,161
681,5830,1654
446,537,709
3,2122,24
12,9678,66
65,19,1018
1,5899,104
3,7200,1644
5,7724,601
11,2549,1214
437,6237,428
1,605,442
1,2262,1615
81,6075,1504
9,4354,29
2,2316,122
107,6230,1615
3,3649,73
39,4684,1495
12,9548,1391
8,6724,204
124,6929,1032
55,6547,1598
26,9601,79
1,564,1725
45,5649,507
100,994,533
250,2283,281
5,954,1774
4,838,1218
153,7476,1936
19,608,172
12,1381,396
2,6976,1183
14,2909,1238
129,7646,883
16,8005,1563
386,4994,865
1,4554,361
2,7214,794
56,7636,1589
86,6901,16
4,5586,451
648,5805,350
7,1060,1293
12,1459,1991
838,7698,1175
20,3385,1762
55,8622,580
32,1241,705
2,7140,1998
939,7552,715
1,5098,1384
884,3961,562
19,6773,521
2,3575,645
2,20,1287
76,715,1841
115,7290,647
469,4244,1722
3,609,1869
14,6858,344
806,1048,810
14,8609,848
18,9935,1363
5,8168,1584
381,2904,538
9,3919,1105
65,7921,1965
2,7818,1397
56,7845,1987
610,5494,1259
188,3359,999
1,663,1935
65,1791,528
37,7242,344
7,995,402
308,7401,1038
210,8150,162
72,8731,62
147,9217,962
2,8639,1045
551,9861,964
83,5131,1868
19,6881,382
2,4432,369
93,6568,408
1,3550,27
6,1921,526
41,1343,1829
71,3076,525
1,563,1477
1,6845,115
1,8274,1489
177,1747,613
39,356,1725
53,1865,1738
51,2330,1354
1,3292,1680
2,6460,771
130,6036,1776
71,5651,980
16,2771,1163
1,4201,441
13,7291,1956
4,2537,1120
104,7366,1822
269,874,1548
24,8440,943
12,6977,180
4,3341,236
1,568,961
9,5933,224
90,7929,854
82,1352,1767
12,9884,1827
776,7457,1374
639,3938,1351
394,9497,1494
15,7998,1715
150,8041,637
588,1916,1395
140,2881,485
6,4843,438
1,6727,218
731,7285,208
945,5030,234
101,4433,210
6,6502,272
364,6011,1726
706,2160,1357
25,6174,1777
6,4060,1109
12,4423,1103
1,6256,1999
39,9965,298
10,2994,1862
422,274,191
4,9479,1443
1,2237,1428
140,4478,1288
1,1732,1266
33,3729,724
2,7763,194
54,3431,1640
2,5350,153
24,2061,180
7,8140,225
2,9317,445
53,1476,1629
1,5928,1686
644,4239,251
190,4124,650
533,5879,1806
1,1227,623
1,8413,1725
8,8315,1024
57,5253,508
3,2218,812
34,5718,1300
52,1960,921
2,6777,1479
177,9492,1906
621,1824,73
68,9910,1442
677,6134,1846
4,112,1469
1,4974,103
4,5115,705
72,5320,916
49,3639,1826
4,628,823
12,2417,1844
9,2552,1721
690,8635,1763
6,2628,499
2,7369,909
39,6901,608
1,6591,1420
25,4542,1006
96,4030,1196
654,8597,1453
447,3281,1680
305,3473,1811
11,9169,1550
452,6745,794
120,5302,1299
15,3021,1102
38,2200,1365
15,7183,1943
2,3324,1169
17,588,1374
237,7855,1699
4,9582,1696
68,3359,371
35,6244,271
550,8144,1096
150,5800,1548
8,1470,491
38,3254,1826
515,9725,468
3,7166,1318
20,7454,381
3,4917,1439
13,4867,871
1,3828,1030
395,2117,1513
850,7322,1263
39,6469,1737
36,3920,576
719,9677,1286
11,3211,576
59,3998,1567
296,917,163
25,1284,352
3,6289,1105
246,9719,990
4,5791,206
311,5638,1453
661,5857,407
33,4212,708
1,2599,1462
718,7275,50
283,2678,430
1,42,550
62,6227,1863
6,3970,1804
7,4366,1444
43,5135,108
116,947,1659
1,2710,548
2,7994,1728
483,6846,1574
23,946,1535
22,2729,962
303,800,1476
1,2209,1248
117,5929,59
25,8275,117
145,7782,285
91,6259,18
82,7410,1645
341,59,115
35,6243,120
12,3147,204
2,6659,845
7,6519,545
378,1015,329
7,8996,614
897,3735,676
53,5003,1132
250,7331,744
23,6391,1753
75,4858,966
925,3357,1444
24,317,1839
4,7699,1903
73,4185,1075
548,720,384
1,891,862
946,830,1043
33,2327,1193
223,2869,105
1,6027,785
5,3937,264
843,4168,315
5,4978,1966
12,8409,540
5,3619,1550
19,6115,335
2,110,120
25,9021,183
5,5287,888
251,2546,1019
10,4676,821
212,4845,1303
68,2432,1237
530,5904,1930
242,1913,699
477,1087,436
29,478,1854
523,2335,1333
2,6424,1504
1,7863,1784
29,5589,1555
272,7072,1295
3,9042,925
791,9071,1842
2,6796,214
113,6178,76
530,66,120
772,2220,1564
79,1878,144
41,5126,484
1,5900,1620
1,5764,1942
899,2636,150
4,8926,1213
1,4937,1128
32,9735,171
6,240,438
8,5167,569
8,8982,110
4,155,1445
786,9766,552
4,7256,1585
36,8462,1881
3,9896,1348
168,6500,848
3,9933,1689
56,4709,406
289,2080,1111
4,5957,1481
229,7377,1923
1,1111,951
1,2309,1771
11,9000,620
12,3016,1160
27,2523,1594
1,766,1783
1,5310,1917
1,1282,288
712,9000,578
6,8697,325
97,6648,1706
53,8775,1392
127,434,1835
416,8598,1073
3,903,371
14,6639,258
7,7931,815
1,8557,1704
1,7526,1848
172,6965,1881
1,2258,1450
1,6763,347
15,9114,698
6,6375,1005
1,3535,832
1,1878,1266
522,6953,198
637,3673,1508
21,4006,1219
321,5895,227
224,1900,1348
43,9366,1550
155,7679,113
595,5120,502
39,2978,213
26,4491,144
1,9003,57
32,7449,677
255,5376,548
169,6042,74
71,2506,1953
1,9700,294
572,2234,1141
14,7744,158
40,1891,46
11,1214,1356
8,6589,1003
26,2851,1719
23,1640,169
8,9584,1670
230,3874,1181
1,7527,1143
1,6269,161
1,9,1877
39,3177,558
12,4190,56
17,3605,1168
42,7890,1404
6,4442,1800
2,1951,1550
6,9648,1882
956,8322,1501
702,4837,1175
723,6760,1955
1,5776,1287
1,2354,380
1,8573,1239
251,5500,1175
938,8710,1951
33,6806,1705
107,7102,676
8,5003,1408
173,77,1946
76,2733,590
226,8109,350
24,9900,55
2,6249,1687
20,4325,1470
6,4430,1786
101,5835,537
2,2135,421
7,8686,442
1,1578,396
251,3840,1112
12,1473,1549
187,552,6
1,8266,1490
2,903,1348
327,8919,17
48,9506,267
1,780,483
492,5944,309
884,5964,501
79,3208,459
130,9898,406
2,3535,808
174,2187,547
1,4083,181
438,5278,902
25,1623,869
2,4626,339
1,7998,98
15,5641,762
1,8818,1815
748,2182,1072
2,3714,709
13,2513,1039
53,3994,86
88,1801,1732
38,604,1369
2,350,902
19,2878,529
6,4655,407
1,295,1030
10,9344,993
54,9019,365
1,3539,927
2,7942,688
1,9924,1628
1,5612,1687
622,3443,1753
298,7334,881
3,4792,1510
42,1270,1671
227,5518,1780
9,5221,1494
142,4255,416
374,9413,76
23,7172,683
433,6763,446
3,3078,1157
478,7616,523
233,8172,1476
302,4939,99
1,6747,775
81,408,183
11,1812,278
52,13,386
1,8796,397
3,9951,154
8,7907,1134
122,8549,301
35,3347,569
1,8495,426
7,2300,1637
638,8775,1437
2,2883,859
3,6952,394
6,31,1089
4,8493,1939
1,7272,857
6,8521,890
32,9314,1372
88,3542,47
69,411,740
2,8244,1432
56,2615,1727
8,1051,581
264,8877,1556
8,2475,879
840,4650,1113
56,2352,764
14,7610,1697
24,3611,1033
2,7846,642
91,4438,79
759,9716,1686
27,6093,695
945,1307,75
2,296,400
66,8286,1000
90,5283,1368
6,6774,902
8,3006,1832
665,5505,1336
55,278,1096
195,2553,903
129,2027,346
54,151,1205
1,2229,1327
80,5528,79
7,6352,1103
19,4119,265
329,6632,392
792,2710,1812
101,8797,1781
3,2822,745
6,9833,534
2,7653,1771
43,2505,470
592,4441,290
243,2688,1710
33,4710,632
645,6369,1721
462,9741,1704
8,923,1772
34,851,461
5,592,765
1,3513,1401
16,6916,1822
154,2454,1902
65,5999,333
579,3813,1254
95,9345,571
2,9395,194
4,6613,224
1,4210,563
215,4671,154
692,1627,1684
3,7662,12
173,9378,809
15,2077,303
8,7748,1649
907,6433,1843
7,2414,1120
79,1496,793
117,6849,1982
183,119,1714
356,104,1952
39,50,934
52,4950,1609
115,8112,895
2,475,625
2,3663,268
171,7308,1112
2,113,498
97,8946,400
1,6281,565
7,2671,305
80,925,261
111,1537,31
63,7669,68
15,9793,810
4,7448,1987
55,2225,1197
2,9319,121
1,6007,1890
1,3897,1933
4,483,1998
1,5170,1793
